id,asin,category_path,title,rating,text,author,verified_purchase,helpful_votes,location,date
RAK2S7FNBC4BO,B0CDZR83T8,unknown,"3.0 out of 5 stars
Disappointed",3.0 out of 5 stars,Did not work with Samsung Tv.,Jack Winover,True,0,the United States,"July 17, 2025"
R12D2V5H1A38YS,B0CDZR83T8,unknown,"4.0 out of 5 stars
Headband cushion peeled, but great product other than that.",4.0 out of 5 stars,"Still great sound quality after probably a year at this point of continuous use(besides charging and off time). Unlike other brands of headphones the ear cushions are still fine. The headband cushion on the other hand isn't. I've had to tape it up because the cushion cover was peeling away from the cushion. Probably means it's time to replace the cushion, but I'm not an expert on how to replace headphone cushions of any kind so...small duck tape roll it is until the sound or connectivity goes. Love the way it folds for travel, means I can fit it in my purse well. Also appreciate the L and R on the inside of the ear cushions area. Much more visible than other brands that have it above the ear cushions on the inside band of the headphones. Overall I would recommend these headphones.",Elise Melinn,True,0,the United States,"July 16, 2025"
R159JZKH6U8W6Q,B07F2QF1P4,unknown,"1.0 out of 5 stars
Might come broken",1.0 out of 5 stars,"One pair came in fine hopefully it works, and the other pair came in broken. I would say they’re not so durable.",Dan W.,True,0,the United States,"August 13, 2025"
R3V0ZY7C6XKKSM,B07F2QF1P4,unknown,"5.0 out of 5 stars
Kenningston Headphones",5.0 out of 5 stars,"Wife loves them, just what she needed.",Jerry L. Lambeth,True,0,the United States,"August 12, 2025"
R1S21N4MJFWLJM,B07F2QF1P4,unknown,"1.0 out of 5 stars
It worked for 2 days",1.0 out of 5 stars,"I’ve been buying cheap headsets for many years.  I don’t use them for music listening, only for listening to a podcast or two before going to sleep.  They usually last for a year or so and I figure I got my money’s worth.  This headset lasted for 2 days, then started to go in and out, then failed completely.  As cheap as this one was I did not get my money’s worth.",NancyKim,True,0,the United States,"August 9, 2025"
R2ANIV3OBIEZYC,B07F2QF1P4,unknown,"5.0 out of 5 stars
great",5.0 out of 5 stars,great,Clyde Tambling,True,0,the United States,"July 28, 2025"
R3BM02X06TZB4Z,B07F2QF1P4,unknown,"5.0 out of 5 stars
amazing microphone sound quality",5.0 out of 5 stars,These headphones have an amazing quality microphone. that's what I was looking for. I was told it was broadcast quality the way people could hear me. the audio is flgreat on my side too. I really like that there's no heavy gizmo in between the headphones and the phone plug and that the phone plug is USB C so no bulky adapter is required. easy 5 star product,Alan Burggren,True,1,the United States,"July 22, 2025"
R1PTCULX99HURH,B07F2QF1P4,unknown,"5.0 out of 5 stars
Not what I expected",5.0 out of 5 stars,Didn’t last long and audio quality sucked,Delisha Reeves,True,0,the United States,"July 17, 2025"
R3R6BKY1D59RXT,B07F2QF1P4,unknown,"5.0 out of 5 stars
The quality product.",5.0 out of 5 stars,"I honestly love the quality product, and the price is very reasonable.",Denzil Everton McCurdy,True,0,the United States,"July 2, 2025"
R2E9PYS5OJ5RPX,B07F2QF1P4,unknown,"1.0 out of 5 stars
Obnoxious",1.0 out of 5 stars,Beyond obnoxious length of the wire. It gets caught on EVERYTHING. It is so ridiculous I have to write this review to warn others,PA,True,0,the United States,"June 21, 2025"
R372G7OHBE0NG5,B07F2QF1P4,unknown,"5.0 out of 5 stars
Just what I needed!",5.0 out of 5 stars,Q,Desiree Q,True,0,the United States,"June 19, 2025"
R1TCTEEL6NZZ8H,B07F2QF1P4,unknown,"5.0 out of 5 stars
Perfect for listening to iPad in bed",5.0 out of 5 stars,Won’t disrupt my partner,Jeffrey Hale,True,0,the United States,"June 10, 2025"
R24IWBWFM2WB5W,B07HB9Q3CY,unknown,"3.0 out of 5 stars
bad build quality",3.0 out of 5 stars,"it's very comfortable and the sound is good, but the build quality is not great. I have bought these twice now. the first one lasted over a year before it stopped playing audio, so I bought a second pair. that second pair lasted two months before it started only playing audio out of the left ear and only works with my phone now. Before it used to work well with all my devices which included my phone, my computer, and my Xbox. I cant find another pair of wired headphones that are as comfortable as these and just wished they worked.",E,False,0,the United States,"August 20, 2025"
RWSL6F2O8P94A,B07HB9Q3CY,unknown,"5.0 out of 5 stars
If you’re looking for good quality with a decent price this is it",5.0 out of 5 stars,"Fits over my big head well, good sound quality, worth the money especially on sale! The buttons are easy to use and straight forward, 10/10",Zoe Bell,True,0,the United States,"August 18, 2025"
R6V8DV6TZPY86,B07HB9Q3CY,unknown,"2.0 out of 5 stars
Breaking too fast",2.0 out of 5 stars,"Nice headphones, but a month in they are already getting ruined. Not worth it.",kerri,True,0,the United States,"August 15, 2025"
R1P2B5WWTYAIHJ,B07HB9Q3CY,unknown,"4.0 out of 5 stars
Cumplen su funcion",4.0 out of 5 stars,Tras largas jornadas ( Superiores a 2 horas )  incomodan en los oídos. La diadema se observa un poco fragil. Tienen un buen sonido acorde al precio.,JF2025,True,0,the United States,"August 14, 2025"
R9GMA0DMLFKY3,B07HB9Q3CY,unknown,"4.0 out of 5 stars
Good",4.0 out of 5 stars,"For the price its great, but seriously just save up for something better.",Bryce,True,0,the United States,"August 6, 2025"
R3A79DMDMKQ0IV,B07HB9Q3CY,unknown,"1.0 out of 5 stars
Won't turn on after a year's use",1.0 out of 5 stars,"First pair snapped very easily, the second pair almost to the the day of the warranty ending no longer would turn on.",Amazon Customer,True,0,the United States,"August 6, 2025"
R1AGTZKU7172GZ,B07HB9Q3CY,unknown,"1.0 out of 5 stars
Broken and frustrating!",1.0 out of 5 stars,"We owned these for less than 24 hours and they broke! My first thought was “no big deal, I can put the ear cover back on.” Nope, super frustrating! It’s impossible to put these back together so I’m returning. There are better options out there in this price point!",Anna Martin,True,0,the United States,"August 4, 2025"
R39XUO5PI8T8GI,B07HB9Q3CY,unknown,"2.0 out of 5 stars
bad earpiece (material comes off quickly)",2.0 out of 5 stars,the headphones part starts to come off of the earpiece almost immediately. I have worn them 3 times and the left side is almost off and the right ear is following suit,sara shedd,True,0,the United States,"July 30, 2025"
R3KTCPU5S0O5X2,B07HB9Q3CY,unknown,"2.0 out of 5 stars
Problem",2.0 out of 5 stars,So disappointed.  My husband bought these for a trip to Disney for our son and they do not connect. We payed $70 and no case or c adapter for iPad and I phones. Ugh,Jenny Quintana,False,0,the United States,"July 19, 2025"
R1AVTQ93EV0G0A,B07HB9Q3CY,unknown,"3.0 out of 5 stars
No way to turn off flashing LED",3.0 out of 5 stars,Audio is good but there is a constant very bright flashing blue LED on the back of the right speaker during playback. Would not buy again because of this. It is very noticeable and distracting when I use them to listen to YT videos before bed.,Will McDow,True,0,the United States,"July 8, 2025"
R30JR7ABV0MBP2,B0DZD82GTF,unknown,"1.0 out of 5 stars
Not good",1.0 out of 5 stars,Broke after 5 weeks so I can't even return,Sue F,True,0,the United States,"August 4, 2025"
R24P0EK3BZ56XZ,B0DZD82GTF,unknown,"3.0 out of 5 stars
Uncomfortable but good sound.",3.0 out of 5 stars,"The sound quality was good.  Unfortunately, these are are actually not very comfortable.  They smash down on the ears pretty forcefully.",Keith Shoemaker,True,0,the United States,"July 24, 2025"
R2VP7ZW9ZU0CO8,B0DZD82GTF,unknown,"5.0 out of 5 stars
Good sound",5.0 out of 5 stars,They are perfect for over the ears. The sound quality is good for the money. Wired USB-C port for only.,Natale McAuley,True,1,the United States,"July 19, 2025"
R144EY0H9VBMAC,B0DZD82GTF,unknown,"1.0 out of 5 stars
Don’t last",1.0 out of 5 stars,Stopped working soon after using them a few times.,ash,True,0,the United States,"June 15, 2025"
R3SQ4KZ2Y100E5,B0DZD82GTF,unknown,"3.0 out of 5 stars
Very cheaply made; I don't recommend these headphones.",3.0 out of 5 stars,"Eh, I don't know about these headphones. They sound fine and they're inexpensive so I suppose I should keep expectations managed but, truthfully, they couldn't possibly feel more cheaply made. They honestly feel like complimentary headphones you might receive on an airplane; I don't expect them to last. The cable, in particular, feels like it might break just by looking at it.",R. T. Flynn,False,0,the United States,"May 24, 2025"
R26MIG1W2CV4J9,B0DZD82GTF,unknown,"4.0 out of 5 stars
Good bass response, excellent volume.  USB-C connection required.",4.0 out of 5 stars,"These headphones sound pretty good.  The bass is nice, and while they don't have active noise-canceling, they do a good job of insulating your ear from outside noise.  The volume is excellent; I don't listen anywhere close to full volume as that gets pretty loud.  Note that these headphones have a USB-C connection; they don't use older 3.5mm or quarter-inch headphone jacks so make sure your source device supports USB-C headphones.  I used an adapter to plug these headphones into a USB-A port, and while it worked for the most part, I don't think the connection was quite stable enough to use on a regular basis and I wouldn't recommend going that route.",D. Good,False,0,the United States,"May 22, 2025"
R3GGQ8X04JOIMZ,B0DZD82GTF,unknown,"1.0 out of 5 stars
Misinformed information",1.0 out of 5 stars,I was unable to plug these into my piano.,Debi,True,0,the United States,"May 18, 2025"
RON80Y72QJ74R,B0DZD82GTF,unknown,"5.0 out of 5 stars
Great Sound and Comfort for Everyday Use",5.0 out of 5 stars,"These headphones are a solid choice if you're looking for reliable, wired, on-ear headphones with modern features. Earbuds tend to hurt my ears after wearing them for a while, so these headphones are a great alternative. The sound quality is impressive for the price. The USB-C connection is super convenient, especially for newer devices that don't have a headphone jack. I also appreciate the built-in 3-button remote and mic—it makes it easy to take calls or adjust the volume without reaching for my phone. The EQ presets are a nice bonus for tweaking the sound to your liking.Overall, a great value for everyday listening, work calls, or travel.",ChunkierLizard1,False,0,the United States,"May 15, 2025"
R2F8HKE105J3B2,B0DZD82GTF,unknown,"1.0 out of 5 stars
Doesn’t work with iPhones",1.0 out of 5 stars,Really was excited to get this but I’m stupid and didn’t realize they don’t plug into a phone. At least not an iPhone. They are a reputable brand and seem like they are Quality but I have no way to test them and cannot fully review them.,Leslie M,False,0,the United States,"May 15, 2025"
R15OFKJPV916OE,B0DZD82GTF,unknown,"5.0 out of 5 stars
Great for workouts great base in your ear.",5.0 out of 5 stars,Amazing quality headphones!! I compared them to another brand I usually use thats bluetooth. I wanted something that won't disconnect that would stay pretty clear while I run. Something that won't pop off of my ear. These are exactly what I wanted. They have an incredible base.,Yamie,False,0,the United States,"May 15, 2025"
R1NG4B41VEOTS0,B004JRYLG4,unknown,"5.0 out of 5 stars
Lightweight",5.0 out of 5 stars,"Good sound, lightweight, for gamers and watching shows for a long period of time",Samurai,True,0,the United States,"August 15, 2025"
R2I7MV4VQP5WLG,B004JRYLG4,unknown,"5.0 out of 5 stars
Great Headphones.",5.0 out of 5 stars,"I love these headphones - they are light, comfortable, sound is good and they work well for me. I've had several pairs over many years. They last a long time as well, but the ear cushions eventually start to wear.",Bobby W,True,0,the United States,"August 13, 2025"
R9BDEBCO1ZT2Z,B004JRYLG4,unknown,"4.0 out of 5 stars
Great for the price.",4.0 out of 5 stars,"I wanted a easy carry headphone for my laptop that could fit easily in my laptop case, sounded good and were comfortable to wear with my glasses. Price was also a consideration. These fit the bill. There's plenty of competition and I'm sure other phones would do just as well but I like these.",jim v,True,0,the United States,"August 12, 2025"
R3E4UX6M9S2IVX,B004JRYLG4,unknown,"1.0 out of 5 stars
Not acceptable opened product",1.0 out of 5 stars,Absolutely disgusting to receive open and used headphones! This is unacceptable for sanitary reasons.,KimK,True,1,the United States,"August 3, 2025"
R27GL2BYOVQ63P,B004JRYLG4,unknown,"3.0 out of 5 stars
Very basic, lightweight stereo earphoneS",3.0 out of 5 stars,"Very basic, lightweight stereo earphones.  Acceptable for non-audiophile level listening.  Very fragile and easily damaged, but very inexpensive so still a good deal for podcasts, telephone extensions, ipod listening etc.",Drdrdaddeo,True,0,the United States,"July 25, 2025"
R1YFW8XAYQEMXT,B004JRYLG4,unknown,"5.0 out of 5 stars
For a flight",5.0 out of 5 stars,"I bought these specifically for an international flight because the little ear buds they give you make my ears hurt. They were perfect!! Folded nicely into my little backpack purse, didn’t take up a whole lot of room and they are cute too! Highly recommend!",Katie,True,0,the United States,"July 16, 2025"
RSCAPNQ6TUEUT,B004JRYLG4,unknown,"5.0 out of 5 stars
Perfect for my needs",5.0 out of 5 stars,Great,Lisa,True,0,the United States,"July 11, 2025"
R2LO1MHZ945AY8,B004JRYLG4,unknown,"1.0 out of 5 stars
Broken in package.",1.0 out of 5 stars,"Why did you pick this product vs others?:I've owned these headphones before and I was happy with them. They travel well and if I nap they lay flat. Not sure what happened to these . Broken in package. Unfortunately, it will cost me close to $20.00 to take a Lyft to return these so, I just trashed them. I will try to contact customer support",Kimberly u.,True,1,the United States,"July 8, 2025"
R2CZZ8DRWKO2T4,B004JRYLG4,unknown,"1.0 out of 5 stars
Broken",1.0 out of 5 stars,"when i ordered these headphones, i was happy to find an inexpensive pair of headphones i can plug into my amp and play guitar quietly. When i opened the box, i was extremely disappointed to see they were broken.. majorly disappointed..",Joseph Green,True,1,the United States,"June 8, 2025"
R11YUEY3BW7FV7,B004JRYLG4,unknown,"3.0 out of 5 stars
Good for a pinch but sound too soft",3.0 out of 5 stars,These headphones were very cheap in price at the time. I tested these on my Nintendo 3DS and my phone. After testing they were just not loud enough or provide enough bass for my needs. The cups do fold inwards so you can quickly take them off your ears as needed.Major strengths are the price and rotatable cups. If you need a disposable pair of on-ear headphones these may suit your needs. But personally I would spend a bit more to get better bass and volume.,Jorge,True,0,the United States,"May 31, 2025"
R1V3C880EJVI94,B08FXR3BWX,unknown,"5.0 out of 5 stars
Worth the price I paid.",5.0 out of 5 stars,Sounds great: I like the sound quality and how you can change the base.Charging: take no time to charge I’m a say a little under 10 minutes.  And the battery life last a couple of days for me.Durability: I have dropped these a couple of times and they still work perfectly.Fit my big head and they are very comfortable on my ears. Great value for your money.,Trenton,True,0,the United States,"August 18, 2025"
R16SRHBCM5F76J,B08FXR3BWX,unknown,"3.0 out of 5 stars
Padded Ear Cover Eventually Falls Off",3.0 out of 5 stars,"I’ve purchased 3 of these between in various colors between Jan-May 2025. At least one of the padded ear covers has fallen off of each of the 3 sets of headphones, with 2 of them only lasting about 1 month. The sound quality and comfort is good, until the ear covers fall off.",Mom of Five,True,2,the United States,"June 27, 2025"
R2BNUDPFKE5G9I,B08FXR3BWX,unknown,"5.0 out of 5 stars
Excelente",5.0 out of 5 stars,Muy buen producto,Oscar Fortunato,True,0,the United States,"June 24, 2025"
R1EHC6C5JPIAE2,B08FXR3BWX,unknown,"1.0 out of 5 stars
Not too good",1.0 out of 5 stars,They are good at the beginning but the volume is too low…,KIARA DE LOS SANTOS,True,0,the United States,"June 16, 2025"
R3CH7R3WCKXAMS,B08FXR3BWX,unknown,"1.0 out of 5 stars
Battery  can charge until 40% then it stop to charge",1.0 out of 5 stars,"Very bad, it's impossible to listen because short time to turn on",Nurzhenis,True,0,the United States,"June 12, 2025"
ROSSE6NWNXETW,B08FXR3BWX,unknown,"5.0 out of 5 stars
Great quality!",5.0 out of 5 stars,"I have had these for 2 years now, and they still work just like new! The only thing that I would have changed about them would be the noise canceling...there is none, and they are not super tight around the ears. But overall, Good quality.",Sarah Bradshaw,True,2,the United States,"April 29, 2025"
RD342ED3CI5O4,B08FXR3BWX,unknown,"5.0 out of 5 stars
As advertised",5.0 out of 5 stars,Very good headphones,Bradley schwartz,True,0,the United States,"April 23, 2025"
RVGG9NAULB8ZU,B08FXR3BWX,unknown,"2.0 out of 5 stars
Had better",2.0 out of 5 stars,"Ehh, not very good, had to purchase different ones. But my son is very picky with his gaming equipment.",Stephanie Mallahan,True,0,the United States,"April 13, 2025"
R2DNZAHQK8ZGXA,B08FXR3BWX,unknown,"1.0 out of 5 stars
1",1.0 out of 5 stars,"Tienen buena batería, lastima mucho las orejas si los tienes al menos por más de una hora, y no funcionan para contestar llamadas, no te escuchan.",Fernando Amaya,True,1,the United States,"April 11, 2025"
R3VN3G23T4RGLO,B08FXR3BWX,unknown,"5.0 out of 5 stars
Everyday usage",5.0 out of 5 stars,Great sound quilty hook up to the phone very good charges with regular samsung phone charger.the padding on on of the ears did fall off so I just taped it back on.i can have them on full blast and no one would know. Battery last very long I can go weeks without charging these,Cherie Svoboda,True,2,the United States,"April 11, 2025"
R2EZXUPZ7NZ7AI,B08WR6YDKP,unknown,"2.0 out of 5 stars
Not noise canceling. Any wind or movement interferes with the sound quality",2.0 out of 5 stars,I would not purchase these again. Any wind or movement interferes with the sound quality,Haven Kastner,True,0,the United States,"August 21, 2025"
R2HPT7O5I8OZLL,B08WR6YDKP,unknown,"5.0 out of 5 stars
Best over ear headphones at this price",5.0 out of 5 stars,Amazing sound for the price ! These headphones charge fast and sound GREAT. I bought these when my beats broke and for the money I spent I think they’re great ! They’re very lightweight and have been dropped numerous times without breaking . Very sturdy and durable. The ears fit kind of funny for me but everyone is different ! You can definitely feel it at times but it’s not to bad from the support of these headphones !,Cam Cam,True,0,the United States,"August 19, 2025"
R2RRTGP8CIE1US,B08WR6YDKP,unknown,"5.0 out of 5 stars
Exceeded my expectations.",5.0 out of 5 stars,I have a wired pair of JBL's with 33mm drivers. This pair not only has Bluetooth but also 40mm drivers and it makes all the difference. Running sound through easyeffects and the bass is phenomenal.Very impressed with the adaptive noise cancelling feature also. It works well.,Marc Carlson,True,0,the United States,"August 19, 2025"
RYSL9L82RRQB0,B08WR6YDKP,unknown,"5.0 out of 5 stars
Jvl",5.0 out of 5 stars,Exelente,Argenis Parra,True,0,the United States,"August 18, 2025"
R2SBP1D9HNVCWS,B08WR6YDKP,unknown,"1.0 out of 5 stars
Microphone doesn’t work",1.0 out of 5 stars,The microphone never worked.,Kevin Coddington,True,0,the United States,"August 18, 2025"
R31Q3G3L9GB43F,B08WR6YDKP,unknown,"5.0 out of 5 stars
😊",5.0 out of 5 stars,Got this for my bf for Christmas and he loves it. He says it's lightweight and last pretty long before having to charge it again,Lee,True,0,the United States,"August 14, 2025"
R3BPB0KQHBQJVW,B08WR6YDKP,unknown,"5.0 out of 5 stars
They are the best just perfect",5.0 out of 5 stars,This headphones are perfect they are worth every penny ! I love them !! The battery lasts for really long time 😊,Alma,True,0,the United States,"August 13, 2025"
R1Q8CK90BZE10J,B08WR6YDKP,unknown,"3.0 out of 5 stars
Can get uncomfortable",3.0 out of 5 stars,Not bad. The noise canceling is ok. But it does hurt my ears after a bit. Not very comfortable,Farhan,True,0,the United States,"August 12, 2025"
R170DMOQIOV2WZ,B08WR6YDKP,unknown,"5.0 out of 5 stars
It was a gift and he loved it",5.0 out of 5 stars,"This was a gift for my husband and he’s absolutely thrilled with these headphones. The sound quality is excellent, they’re comfortable to wear, and the battery lasts a long time. Plus, the design is sleek and modern. Definitely a great choice. Highly recommended!",FFB,True,0,the United States,"August 12, 2025"
RTU61ANQUBCIM,B08WR6YDKP,unknown,"2.0 out of 5 stars
Another example of a company ruining a product with absurd automatic functions",2.0 out of 5 stars,"I bought these to replace a pair of BT510 that broke in my carry-on during a flight a few weeks ago. These were in sale, so figured I'd try the better model. I can't stand them. I think they sound a little worse than the cheaper 210s, but this is another product completely ruined by trying to decide for you what you want to do, and doing it, whether it's okay with you or not. They have some absurd feature where they automatically send a mute / pause command to any connected device if you so much as slightly light one side off your ear. Well first off that's just annoying in the first place, but even if I was into that kind of thing, they're so over-sensitive, that I've been using them for about a full week now, and not a single day has gone by that they havent shut off my music from me taking a sip of a drink, talking, or even just sitting absolutely still. SO frustrating. I'm going to buy another set of 210s because no way these are working on a flight with my head touching a headrest. To make matters worse, the first time I paired them to my phone, the driver asked permissions to link to my Google account?!?!? WHY?!?! I said no, and it did it anyway. Ita none of Googles business what headphones I'm wearing, and my email address and phone info darn sure isnt any of JBLs business. Only giving them 2 stars because the sound quality is half way decent when they dont stop your music. Oh, and the icing on the cake is the mute button functions as a hang up button on Teams, so yah, these hung up on a work conference call because I moved my mouth, and they sensed movement on my head and decided that means I want to hang up. Don't recommend these for any use, because they do what they want, and providing bare minimum basic function a set of speakers attached to your ears, is not one of those things! They're also extremely uncomfortable on my head compared to the 510s that are less than half the price.",MC,True,0,the United States,"August 12, 2025"
RXK222JGEL070,B073WN3W6M,unknown,"5.0 out of 5 stars
Great product",5.0 out of 5 stars,working very well,Jestina Kimbesa,True,0,the United States,"August 19, 2025"
R2RHIUJEZYQ5CW,B073WN3W6M,unknown,"5.0 out of 5 stars
Jlab headphones",5.0 out of 5 stars,Great sound very comfortable and works well with my music system,Bertram Fantroy,True,0,the United States,"August 18, 2025"
RU3MMV9ELPFDL,B073WN3W6M,unknown,"5.0 out of 5 stars
one of the best",5.0 out of 5 stars,"best headphones, they need to make the old model again as its better than the new one in sound quality",ilovetorah,True,0,the United States,"August 15, 2025"
R2NPNL4YZRVUII,B073WN3W6M,unknown,"2.0 out of 5 stars
Microphone stopped working after 1 year",2.0 out of 5 stars,"The microphone stopped working after 1 year and 2 months of light use.  Based on other reviews, this is apparently a common defect for this model.  It's still under warranty, so I will present a claim and see how it goes.  Will update the review based on JLab's response.",Glorimar Melendez-Rivera,True,0,the United States,"August 12, 2025"
R3EOX569BWD0AU,B073WN3W6M,unknown,"5.0 out of 5 stars
Great product",5.0 out of 5 stars,Great product,Jamie Hughes,True,0,the United States,"August 11, 2025"
R8RWOYVP32YGX,B073WN3W6M,unknown,"5.0 out of 5 stars
Solid headphones that won’t break the bank",5.0 out of 5 stars,"Bought these for my kid’s online an schooling, and they’ve been a lifesaver. Clear sound, comfy ear pads, and they stay put during all the wiggles and moves. No complaints yet — definitely recommend if you want decent quality without spending a fortune.",Meredith Smith,True,0,the United States,"August 7, 2025"
R1GS99AFVRC901,B073WN3W6M,unknown,"5.0 out of 5 stars
Replacement for ones that finally bit the dust",5.0 out of 5 stars,"Replacing an old pair that after many many years finally died.  Thankful they are still around and no noticeable changes have been made.Love that they have lasted so long, have great sound quality and comfortable to wear for long hours.",2joysofmine,True,0,the United States,"August 2, 2025"
R1P8M2IPVJS9P,B073WN3W6M,unknown,"2.0 out of 5 stars
Didn't last :/",2.0 out of 5 stars,I want to love these because the price is right and they have good sound quality for the price. The issue I've had now twice is that they just don't last very long. I've only had this recent pair for 2 months and the sound is already cracking. I'm guessing it's because of sweat getting into them.,indysmom,True,0,the United States,"July 28, 2025"
R18L77KPTEFUYL,B073WN3W6M,unknown,"2.0 out of 5 stars
Kids headphones",2.0 out of 5 stars,Bought bluetooth ones as kids headphones. Worked well for that until 1 year later the speaker on the right side stopped working. I paid $10. I wouldn't pay more than that.,Christopher C.,True,0,the United States,"July 24, 2025"
R31X0TMY1TE6U2,B073WN3W6M,unknown,"5.0 out of 5 stars
Great inexpensive headphones",5.0 out of 5 stars,Nice inexpensive headphone option.  Easy to use and great customer service!,Amazon Customer,True,0,the United States,"July 19, 2025"
R3MRRQV3AZGXZ2,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
Great quality!",5.0 out of 5 stars,I’m so happy I got these! I didn’t want to spend a lot on headphones so I decided to go with these and I don’t regret it. They are so comfortable and not heavy at all. Equality is really good and I’m happy that I get to switch between noise canceling off and noise scheduling on.,Paulina,True,0,the United States,"August 20, 2025"
R327QGCIC6T8LR,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
These headphones offer great noise cancellation and are super affordable.",5.0 out of 5 stars,"These headphones are a great deal for the price! I really love them, but I stupidly lost mine in the TSA line. I'm just going to get a new pair since they're super affordable and really good quality.",ROSARIO,True,0,the United States,"August 19, 2025"
R173UM8P6J3XNP,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
Amazing headphones for the price",5.0 out of 5 stars,"These are the best over-ear headphones you'll find at this price. I work in an office and these are amazing for multiple reasons.The noise-cancelling REALLY works. The only way I can hear someone is when they get right next to me and speak pretty loudly.Also the Be-Aware mode is incredible for looking busy while still being able to hear what's going on around you. They even act as hearing aids so I can eavesdrop on nearby conversations.Aside from all that, they connect seamlessly, they're comfortable enough to wear for hours, and the battery lasts for weeks. Can't recommend these enough",BrittanyG,False,0,the United States,"August 18, 2025"
R2OWPSW70RIDJO,B0CRM4Q1W1,unknown,"4.0 out of 5 stars
Get headphones for the price",4.0 out of 5 stars,"I enjoyed these headphones and I was a little spoiled before I bought these I had JBL‘s. The sound is good, but not the not the quiet early as sound as you get with the JBL’s. I find that the headband starts to hurt my head after I had them on for quite a while",Janet,True,0,the United States,"August 17, 2025"
R2358A1IFMXPCY,B0CRM4Q1W1,unknown,"4.0 out of 5 stars
J lab headphones",4.0 out of 5 stars,Item works great but side stab fell off but I will glue back on,Crystal,True,0,the United States,"August 17, 2025"
R1M0F655ULDQU1,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
Blocking out ppl that use outside voices, inside. (Check)",5.0 out of 5 stars,"Honestly, I got these just because one of the reviewers had Corey Kenshin as their profile pic leaving a good review. Corey Kenshin fans never lie cuz these headphones are amazing! I have some yappers at my job that I wanted to tone out nd these did the job!! Thanks JLab!",Amber B,True,0,the United States,"August 17, 2025"
R1DNL3DLQB53JB,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
Great headphones",5.0 out of 5 stars,"Good quality and price. Work great, Battery last long, size is good and hold up nicely.",Travis,True,0,the United States,"August 17, 2025"
R1UBXIN6414OFY,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
I ordered 1 to many. Still in packaging. Return headphone",5.0 out of 5 stars,This item is wonderful. I use all the time. It solved loosing my ear buds. Kept falling out.,Christine Kocur,True,0,the United States,"August 14, 2025"
R1LUX3LZV1YUQ8,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
Headphones",5.0 out of 5 stars,These headphones work great ! They stay charged for a really long time! I have had them for like a few months now and have only charged them once … I hit the gym about three times a week for about 2 1/2 hours. The battery still says it’s at 100%….,Theresa,True,0,the United States,"August 14, 2025"
R25OGLZTA2NO2D,B0CRM4Q1W1,unknown,"5.0 out of 5 stars
REALLY NICE Gift idea",5.0 out of 5 stars,This was a Birthday gift & she LUVED it,Make it Happen!,True,0,the United States,"August 14, 2025"
